age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,y
2,5,1,3,0,100,0,0,5,5,528,1,0
2,4,0,3,0,59,1,0,5,5,273,1,0
2,9,1,2,0,1205,1,0,5,5,158,2,0
2,1,2,2,0,12223,1,1,5,5,177,1,0
2,1,1,2,0,5935,1,1,5,5,258,1,0
2,7,1,2,0,25,1,1,5,5,172,1,0
2,4,1,2,0,282,1,1,5,5,154,1,0
2,1,1,1,0,23,1,0,5,5,291,1,0
2,9,1,2,0,1937,1,0,5,5,181,1,0
2,9,1,2,0,384,1,0,5,5,176,1,0
2,1,1,2,0,582,0,1,5,5,211,1,0
2,7,0,2,0,91,0,0,5,5,349,1,0
2,7,0,2,0,0,1,1,5,5,272,1,0
2,7,0,2,1,1,1,0,5,5,208,1,0
2,0,2,2,0,206,1,0,5,5,193,1,0
2,7,0,2,0,164,0,0,5,5,212,1,0
2,9,2,2,0,690,1,0,5,5,20,1,0
2,0,1,2,0,2343,1,0,5,5,1042,1,1
2,6,1,3,0,137,1,1,5,5,246,1,0
2,1,1,1,0,173,1,0,5,5,529,2,0
2,0,1,2,0,45,0,0,5,5,1467,1,1
2,9,1,2,0,1270,1,0,5,5,1389,1,1
2,4,0,2,0,16,1,1,5,5,188,2,0
2,5,1,2,0,486,1,0,5,5,180,2,0
2,4,2,2,0,50,0,0,5,5,48,1,0
1,9,1,2,0,152,1,1,5,5,213,2,0
2,0,1,2,0,290,1,0,5,5,583,1,0
2,2,0,2,0,-37,0,0,5,5,173,1,0
2,4,1,3,0,101,1,1,5,5,426,1,0
2,1,1,2,0,383,0,0,5,5,287,1,0
2,5,1,3,0,81,1,0,5,5,101,1,0
2,9,1,2,0,0,1,0,5,5,203,1,0
2,4,1,3,0,229,1,0,5,5,197,1,0
2,1,1,2,0,-674,1,0,5,5,257,1,0
2,1,1,1,0,90,0,0,5,5,124,1,0
2,1,1,1,0,128,1,0,5,5,229,1,0
2,1,1,1,0,179,1,0,5,5,55,3,0
1,9,2,3,0,0,1,0,5,5,400,1,0
2,1,1,2,0,54,1,0,5,5,197,1,0
2,9,1,3,0,151,1,0,5,5,190,1,0
2,0,1,2,0,61,0,1,5,5,21,1,0
2,5,2,2,0,30,1,0,5,5,514,1,0
2,4,1,3,0,523,1,0,5,5,849,2,0
1,7,0,2,0,31,1,0,5,5,194,1,0
2,9,0,2,0,79,0,0,5,5,144,1,0
2,6,1,1,0,-34,1,1,5,5,212,2,0
2,1,1,1,0,448,1,0,5,5,286,1,0
2,5,0,1,0,81,1,0,5,5,107,1,0
2,1,1,2,0,144,1,0,5,5,247,2,0
2,0,1,2,0,351,1,0,5,5,518,1,0
2,4,2,3,0,-67,1,0,5,5,364,1,0
2,4,0,3,0,262,0,0,5,5,178,1,0
2,9,1,1,0,0,0,0,5,5,98,1,0
2,1,1,2,0,26,1,0,5,5,79,1,0
2,7,1,2,0,41,1,1,5,5,127,2,0
2,9,1,3,0,7,0,1,5,5,175,1,0
2,9,2,2,0,105,1,0,5,5,262,2,0
1,0,2,2,0,818,1,1,5,5,61,1,0
2,7,1,2,0,-16,1,1,5,5,78,1,0
2,1,1,2,0,0,1,0,5,5,143,1,0
2,7,1,2,0,2476,1,0,5,5,579,1,1
2,0,2,2,0,217,1,0,5,5,345,1,0
2,9,2,2,0,1685,1,0,5,5,185,1,0
2,0,2,2,0,802,1,1,5,5,100,2,0
1,10,2,3,0,0,1,0,5,5,125,2,0
1,1,1,2,0,94,1,0,5,5,193,1,0
2,9,2,2,0,0,1,0,5,5,136,1,0
2,1,1,2,0,517,1,0,5,5,528,1,0
2,1,1,2,0,265,1,0,5,5,541,1,0
2,3,0,1,0,947,1,0,5,5,163,1,0
2,6,2,2,0,3,1,0,5,5,301,1,0
2,10,1,3,0,42,0,0,5,5,46,1,0
2,1,1,2,0,37,1,0,5,5,204,1,0
2,1,1,2,0,57,1,0,5,5,98,1,0
2,7,1,2,0,22,1,0,5,5,71,1,0
2,1,0,1,0,8,1,0,5,5,157,2,0
2,10,1,2,0,293,1,0,5,5,243,1,0
2,7,1,1,0,3,1,0,5,5,186,2,0
2,1,1,1,0,348,1,0,5,5,579,2,0
1,8,2,2,0,0,1,0,5,5,610,2,0
2,4,1,3,0,-4,1,0,5,5,2033,1,0
2,4,1,2,0,18,1,0,5,5,85,1,0
2,9,1,1,0,139,0,0,5,5,114,2,0
2,7,1,2,0,0,1,0,5,5,114,2,0
2,5,0,2,0,216,1,0,5,5,238,1,0
2,1,1,2,0,782,1,0,5,5,93,3,0
2,1,1,2,0,904,1,0,5,5,128,2,0
2,9,2,3,0,47,1,0,5,5,181,1,0
2,7,2,2,0,176,1,0,5,5,303,2,0
2,1,1,2,0,1225,1,0,5,5,558,5,0
2,9,1,2,0,86,1,0,5,5,270,1,0
1,0,2,2,0,82,1,0,5,5,228,1,0
2,4,1,3,0,271,1,0,5,5,99,1,0
2,9,1,2,0,1378,1,0,5,5,240,1,0
2,0,1,3,0,184,0,0,5,5,673,2,1
2,1,1,1,0,0,0,0,5,5,233,3,0
2,1,1,2,0,0,1,0,5,5,1056,1,0
2,7,1,2,0,1357,1,1,5,5,250,1,0
2,5,2,1,0,434,0,0,5,5,138,1,0
2,0,0,2,0,92,1,0,5,5,130,1,0
2,0,0,2,0,1151,1,0,5,5,412,1,0
2,10,1,2,0,41,1,0,5,5,179,2,0
2,9,1,2,0,51,1,0,5,5,19,2,0
2,7,1,2,0,214,1,0,5,5,458,2,0
2,4,1,2,0,1161,1,0,5,5,717,1,0
2,7,1,3,0,37,1,0,5,5,313,1,0
2,9,0,2,0,787,1,0,5,5,683,2,0
2,7,1,2,0,59,1,0,5,5,1077,1,0
2,9,1,2,0,253,1,0,5,5,416,1,0
2,0,1,3,0,211,1,0,5,5,146,2,0
2,5,1,1,0,235,1,0,5,5,167,1,0
2,4,1,2,0,4080,0,0,5,5,140,1,0
2,1,2,2,0,53,1,1,5,5,346,1,0
2,4,2,3,0,0,1,0,5,5,562,1,0
2,5,1,2,0,2127,1,0,5,5,172,1,0
2,4,1,3,0,377,1,0,5,5,217,1,0
2,4,1,3,0,73,1,0,5,5,142,2,0
2,0,1,2,0,445,1,0,5,5,67,1,0
2,1,1,2,0,243,1,0,5,5,291,1,0
2,1,2,2,0,307,1,0,5,5,309,2,0
2,7,1,2,0,155,1,0,5,5,248,1,0
2,9,0,3,0,173,0,1,5,5,98,1,0
2,4,1,3,0,400,1,0,5,5,256,1,0
3,1,0,1,0,1428,1,0,5,5,82,2,0
2,0,1,2,0,219,1,0,5,5,577,1,0
2,6,1,3,0,7,1,0,5,5,286,1,0
2,1,1,2,0,575,1,0,5,5,477,1,0
2,7,1,2,0,0,1,0,5,5,471,1,0
2,7,1,2,0,5699,1,0,5,5,381,2,0
2,4,1,3,0,176,1,1,5,5,42,1,0
2,4,1,3,0,517,1,0,5,5,251,1,0
2,5,1,2,0,56,1,0,5,5,215,1,0
2,1,1,2,0,-390,1,0,5,5,287,1,0
2,5,1,2,0,330,1,0,5,5,216,2,0
2,3,0,1,0,195,0,0,5,5,366,2,0
2,7,1,2,0,301,1,0,5,5,210,1,0
2,1,1,1,0,-41,1,0,5,5,288,1,0
2,9,1,3,0,483,1,0,5,5,168,1,0
2,3,1,1,0,965,0,0,5,5,177,1,0
2,4,1,3,0,378,1,1,5,5,127,2,0
2,10,1,2,0,219,1,0,5,5,357,1,0
1,1,1,1,0,324,1,0,5,5,175,1,0
2,2,0,2,0,-69,1,0,5,5,300,1,0
2,5,1,2,0,0,0,1,5,5,136,1,0
2,1,1,1,0,278,1,0,5,5,125,2,0
2,4,2,3,0,34,1,0,5,5,27,1,0
2,7,0,2,0,1467,1,0,5,5,124,1,0
2,1,1,1,0,-12,1,0,5,5,18,1,0
2,7,1,2,0,388,1,0,5,5,730,2,0
2,2,1,2,0,294,1,0,5,5,746,2,0
2,1,1,1,0,627,1,0,5,5,247,1,0
2,1,1,1,0,25,1,0,5,5,40,1,0
2,0,0,2,0,315,1,0,5,5,181,2,0
2,1,1,1,0,0,1,0,5,5,79,1,0
2,0,0,2,0,66,1,0,5,5,206,1,0
2,1,0,1,0,-9,1,1,5,5,389,1,0
2,9,1,2,0,349,1,1,5,5,127,1,0
2,0,1,2,0,0,0,0,5,5,151,1,0
2,9,1,2,0,434,1,0,5,5,117,1,0
2,4,1,3,0,3237,1,0,5,5,232,3,0
1,1,2,2,0,0,1,0,5,5,179,2,0
2,4,1,3,0,207,1,0,5,5,39,1,0
2,1,1,2,0,483,1,0,5,5,282,1,0
2,7,1,2,0,2248,1,0,5,5,714,2,0
2,0,1,2,0,428,1,0,5,5,50,1,0
2,1,1,2,0,0,1,1,5,5,181,1,0
2,7,2,2,0,0,1,0,5,5,142,1,0
2,9,0,2,0,140,1,0,5,5,227,1,0
2,4,2,3,0,297,1,0,5,5,119,1,0
2,1,1,1,0,279,1,0,5,5,361,1,0
2,2,0,2,0,901,1,0,5,5,73,3,0
1,9,2,2,0,2573,1,0,5,5,67,2,0
2,7,1,2,0,143,1,1,5,5,350,1,0
2,1,1,2,0,475,1,0,5,5,332,2,0
2,1,1,2,0,70,1,0,5,5,611,2,0
2,4,2,3,0,318,1,0,5,5,113,2,0
2,9,1,2,0,275,1,0,5,5,132,1,0
2,4,0,3,0,742,1,0,5,5,58,3,0
2,2,1,1,0,236,1,0,5,5,151,1,0
1,8,2,3,0,25,1,0,5,5,89,2,0
2,4,2,3,0,600,1,0,5,5,152,1,0
2,0,0,2,0,-349,1,0,5,5,611,2,0
2,1,1,1,0,183,1,1,5,5,110,2,0
2,1,1,1,0,0,1,0,5,5,463,1,0
2,4,2,3,0,0,1,1,5,5,562,2,1
2,1,0,1,0,0,1,0,5,5,962,1,0
2,9,1,2,0,1078,1,0,5,5,10,4,0
2,2,0,2,0,155,0,0,5,5,118,3,0
2,0,1,2,0,190,1,0,5,5,92,2,0
2,5,1,2,0,319,1,0,5,5,143,3,0
2,7,0,2,0,-185,1,0,5,5,189,3,0
2,7,1,2,0,47,0,0,5,5,234,2,0
2,7,2,2,0,570,1,0,5,5,75,2,0
2,6,1,3,0,19,0,0,5,5,189,2,0
2,1,1,1,0,61,1,0,5,5,621,3,0
2,0,1,2,0,-62,1,1,5,5,55,2,0
2,9,1,3,0,258,0,0,5,5,310,4,0
2,1,1,1,0,76,1,0,5,5,156,2,0
1,1,2,2,0,0,1,0,5,5,5,2,0
2,0,2,2,0,352,1,0,5,5,225,2,0
2,0,1,2,0,368,1,0,5,5,125,2,0
2,9,2,3,0,339,1,0,5,5,2,3,0
2,1,1,2,0,1331,1,0,5,5,286,2,0
2,6,1,2,0,672,1,0,5,5,164,2,0
2,4,1,3,0,58,1,0,5,5,98,2,0
1,8,2,2,0,423,1,0,5,5,226,3,0
2,4,1,3,0,0,0,0,5,5,120,2,0
2,9,1,2,0,19,1,0,5,5,362,4,0
2,9,0,1,0,13,1,0,5,5,357,2,0
2,1,2,2,0,3,1,0,5,5,200,2,0
1,8,2,2,0,82,1,0,5,5,204,2,0
2,1,0,1,0,28,1,0,5,5,126,3,0
2,9,1,2,0,792,1,0,5,5,65,2,0
2,0,1,2,0,531,1,0,5,5,267,2,0
2,5,1,2,0,211,1,0,5,5,248,2,0
2,7,2,2,0,62,1,0,5,5,215,2,0
2,9,1,2,0,1234,1,0,5,5,205,2,0
2,4,1,3,0,313,1,0,5,5,83,2,0
2,1,1,2,0,89,1,0,5,5,106,3,0
2,1,1,2,0,129,1,1,5,5,189,2,0
2,0,1,2,0,353,1,0,5,5,106,2,0
2,7,0,1,0,96,1,1,5,5,311,2,0
2,7,0,2,0,398,1,1,5,5,214,2,0
2,0,2,3,0,193,0,0,5,5,132,2,0
2,0,1,2,0,-358,1,0,5,5,358,2,0
2,1,1,2,0,539,1,1,5,5,453,2,0
2,9,2,2,0,0,1,0,5,5,364,2,0
2,5,2,1,0,0,0,0,5,5,136,2,0
2,1,1,2,0,490,1,0,5,5,386,2,0
2,1,1,2,0,0,1,0,5,5,173,2,0
2,4,1,2,0,161,1,0,5,5,224,3,0
2,9,0,3,0,2558,0,0,5,5,148,2,0
2,0,2,2,0,98,1,0,5,5,196,2,0
2,4,2,3,0,115,0,0,5,5,111,4,0
2,1,2,2,0,436,1,0,5,5,231,3,0
2,9,1,3,0,831,1,0,5,5,316,3,0
2,1,1,2,0,290,1,0,5,5,240,2,0
2,1,1,2,0,1,0,0,5,5,669,3,0
1,1,2,2,0,-457,1,0,5,5,143,2,0
2,4,2,3,0,1387,1,0,5,5,174,5,0
2,4,0,3,0,24598,1,0,5,5,313,3,0
2,1,1,2,0,30,1,0,5,5,135,4,0
2,0,2,2,0,1022,1,0,5,5,146,2,0
2,9,1,2,0,56,1,1,5,5,152,2,0
2,0,2,2,1,-2,0,0,5,5,402,3,0
2,7,2,2,0,121,1,0,5,5,213,2,0
2,1,2,2,0,842,1,0,5,5,144,3,0
2,4,0,2,0,693,1,0,5,5,124,3,0
2,1,0,2,0,-333,1,0,5,5,183,2,0
2,1,1,1,0,1533,1,0,5,5,325,2,0
2,4,1,3,0,46,1,0,5,5,39,4,0
2,9,1,2,0,44,1,0,5,5,95,4,0
2,1,1,1,0,-100,1,0,5,5,680,2,0
2,7,1,3,0,510,1,0,5,5,421,4,0
2,4,1,3,0,685,1,0,5,5,174,3,0
2,4,2,3,0,187,1,0,5,5,113,2,0
2,1,1,2,0,66,1,0,5,5,808,2,0
2,0,1,2,0,560,1,0,5,5,198,3,0
2,1,1,2,0,0,1,0,5,5,195,2,0
2,0,2,2,0,12,1,0,5,5,208,2,0
2,1,2,2,0,34,1,0,5,5,404,4,0
2,2,2,3,0,1068,1,0,5,5,396,2,0
2,1,1,2,0,211,1,0,5,5,216,4,0
2,0,2,3,0,377,1,0,5,5,98,2,0
2,4,1,3,0,263,1,0,5,5,350,2,0
2,7,1,2,0,1263,1,0,6,5,114,2,0
1,7,1,2,0,8,1,0,6,5,88,3,0
2,0,1,2,0,126,1,1,6,5,379,2,0
2,0,1,2,0,230,1,0,6,5,190,3,0
2,9,1,3,0,841,1,0,6,5,158,1,0
2,0,0,2,0,308,1,0,6,5,102,1,0
2,4,0,3,0,1,1,0,6,5,306,1,0
2,0,0,3,0,86,1,0,6,5,218,1,0
1,8,2,2,0,157,1,0,6,5,54,1,0
2,7,1,2,0,22,1,0,6,5,344,1,0
2,0,1,2,0,46,1,1,6,5,195,1,0
2,1,1,2,0,1293,0,0,6,5,652,1,0
1,0,2,2,0,122,1,0,6,5,286,1,0
2,1,2,2,0,143,1,0,6,5,83,1,0
2,0,2,2,0,393,0,0,6,5,184,2,0
2,1,1,1,0,98,1,0,6,5,235,1,0
2,4,1,3,0,0,1,0,6,5,290,1,0
2,1,1,2,0,224,1,0,6,5,232,1,0
2,1,1,2,0,757,1,0,6,5,133,1,0
2,7,1,2,0,245,1,1,6,5,318,1,0
2,4,1,2,0,8486,0,0,6,5,260,3,0
2,1,1,2,0,20,1,0,6,5,402,1,0
2,7,1,2,0,1667,1,1,6,5,85,1,0
2,10,1,2,0,10,1,0,6,5,501,4,0
2,4,1,3,0,830,1,1,6,5,1201,1,1
2,5,0,2,0,545,1,0,6,5,1030,1,1
2,9,1,3,0,8730,1,0,6,5,149,1,0
2,9,0,3,0,477,1,0,6,5,114,1,0
1,0,1,2,0,4,1,0,6,5,243,1,0
2,1,1,2,0,1205,1,0,6,5,769,2,0
2,9,2,2,0,0,1,1,6,5,135,3,0
2,0,2,2,0,263,1,0,6,5,231,1,0
2,0,1,2,0,1,0,0,6,5,76,1,0
2,1,1,2,0,283,0,1,6,5,199,1,0
2,1,1,1,0,206,1,0,6,5,152,1,0
2,3,1,1,0,17,1,0,6,5,124,1,0
2,9,1,2,0,141,1,1,6,5,424,1,0
1,6,2,3,0,16,1,0,6,5,43,1,0
2,7,1,2,0,206,1,0,6,5,154,1,0
2,4,1,3,0,0,0,0,6,5,326,1,0
2,5,1,3,0,0,0,0,6,5,393,1,0
2,1,0,1,0,1927,1,0,6,5,241,3,0
2,9,1,2,0,284,1,0,6,5,483,1,0
2,1,1,2,0,1660,1,0,6,5,259,1,0
2,7,2,2,0,406,1,0,6,5,227,1,0
2,1,1,1,0,230,1,0,6,5,673,1,0
2,0,2,2,0,-25,1,0,6,5,576,1,0
2,0,1,2,0,182,1,0,6,5,180,2,0
2,2,1,3,0,1169,1,0,6,5,168,2,0
2,0,0,2,0,67,1,0,6,5,90,1,0
2,9,1,2,0,77,0,0,6,5,505,1,0
2,10,1,2,0,0,1,0,6,5,245,1,0
2,1,0,1,0,55,1,1,6,5,186,1,0
2,9,1,2,1,72,1,0,6,5,623,1,0
2,4,2,3,0,163,1,0,6,5,496,3,0
2,4,2,3,0,151,1,0,6,5,118,1,0
2,0,2,2,0,113,1,0,6,5,342,1,0
2,1,1,2,0,0,1,0,6,5,225,1,0
2,9,2,3,0,9,1,0,6,5,185,3,0
2,4,1,2,0,375,1,0,6,5,196,2,0
2,7,1,2,0,1142,1,0,6,5,276,1,0
2,1,1,1,0,2102,1,0,6,5,76,1,0
2,9,2,3,0,4325,1,0,6,5,87,1,0
2,1,1,2,0,217,1,0,6,5,195,1,0
2,0,1,2,0,131,1,0,6,5,744,1,0
2,4,1,3,0,1680,1,0,6,5,765,1,0
2,1,1,2,0,0,1,0,6,5,262,1,0
2,1,1,1,0,46,1,0,6,5,119,1,0
2,1,1,2,0,320,1,0,6,5,198,2,0
2,0,1,2,0,183,1,0,6,5,150,1,0
2,1,1,2,0,39,0,0,6,5,241,1,0
2,4,2,3,0,560,1,0,6,5,181,1,0
2,9,0,2,0,469,0,0,6,5,196,1,0
2,0,1,2,0,530,1,0,6,5,149,1,0
2,7,1,1,0,61,1,0,6,5,246,1,0
2,9,2,3,0,242,1,0,6,5,112,1,0
2,1,1,2,0,139,1,0,6,5,309,2,0
1,6,2,2,0,0,1,0,6,5,278,1,0
2,9,1,2,0,367,1,0,6,5,140,1,0
2,0,0,2,0,228,1,0,6,5,136,1,0
2,7,2,2,0,310,1,0,6,5,144,1,0
2,9,1,2,0,797,1,0,6,5,354,1,0
2,7,1,2,0,71,0,0,6,5,79,1,0
2,4,1,3,0,231,1,1,6,5,451,2,0
2,1,1,2,0,270,1,1,6,5,159,1,0
2,1,1,2,0,274,1,1,6,5,409,1,0
2,0,2,2,0,-109,1,1,6,5,170,1,0
2,9,1,2,0,1,1,0,6,5,608,1,1
2,1,2,2,1,-60,0,0,6,5,243,1,0
2,1,1,2,0,89,1,0,6,5,145,2,0
2,1,0,2,0,-11,0,0,6,5,112,1,0
2,1,1,1,0,0,1,0,6,5,262,2,0
2,1,1,2,0,-509,1,0,6,5,124,1,0
2,10,1,1,0,408,1,0,6,5,53,1,0
2,7,2,1,0,58,1,0,6,5,134,1,0
2,5,2,2,0,1640,0,1,6,5,204,4,0
2,0,2,2,0,20,1,0,6,5,186,1,0
2,1,1,1,0,71,1,0,6,5,678,1,0
2,1,1,2,0,52,1,0,6,5,182,1,0
2,6,1,3,0,292,1,0,6,5,162,1,0
2,7,0,2,0,424,1,0,6,5,27,1,0
2,3,2,1,0,109,1,0,6,5,699,3,0
2,1,1,2,0,983,1,0,6,5,97,1,0
2,0,1,2,0,869,0,0,6,5,1677,1,1
2,1,1,1,0,668,1,0,6,5,283,2,0
2,4,1,3,0,964,1,0,6,5,323,1,0
2,4,2,2,0,301,1,0,6,5,82,1,0
2,0,2,2,0,140,1,0,6,5,310,1,0
2,4,2,2,0,1877,1,0,6,5,185,1,0
2,1,1,1,0,1127,1,0,6,5,47,1,0
2,9,1,2,0,871,1,0,6,5,145,1,0
2,9,1,2,0,767,1,1,6,5,204,1,0
2,1,1,2,0,0,0,0,6,5,187,1,0
1,7,2,2,0,209,1,0,6,5,30,2,0
2,4,0,1,0,0,0,0,6,5,472,1,0
2,1,0,2,0,110,1,1,6,5,448,1,0
2,4,0,3,0,-76,1,1,6,5,264,1,0
2,1,1,1,0,-66,1,0,6,5,288,1,0
2,9,1,2,0,0,1,0,6,5,176,2,0
1,1,1,2,0,1,1,0,6,5,215,1,0
2,1,1,2,0,0,1,0,6,5,337,1,0
2,10,1,3,0,5345,0,0,6,5,278,1,0
1,1,0,2,0,-209,1,0,6,5,188,2,0
2,0,2,2,0,0,1,0,6,5,174,2,0
2,1,0,2,0,42,1,0,6,5,226,2,0
2,1,0,2,0,41,1,0,6,5,190,1,0
2,1,1,2,0,-99,1,0,6,5,111,2,0
2,9,2,2,0,17,1,0,6,5,164,1,0
2,0,1,1,0,276,1,1,6,5,157,2,0
2,4,2,3,0,230,1,1,6,5,374,1,0
1,1,1,2,0,9,1,0,6,5,349,1,0
2,1,1,2,0,946,1,0,6,5,325,1,0
2,1,1,1,0,1297,1,0,6,5,233,2,0
2,5,0,2,0,-331,1,0,6,5,531,1,0
2,1,2,2,0,44,1,0,6,5,153,1,0
2,5,1,2,1,15,0,0,6,5,80,1,0
1,0,2,2,0,712,1,0,6,5,232,1,0
2,5,1,2,0,5435,1,0,6,5,118,1,0
2,0,1,2,0,507,1,0,6,5,190,1,0
2,10,0,2,0,387,1,0,6,5,918,1,1
2,1,1,1,0,0,1,1,6,5,238,1,0
2,4,0,2,0,1716,1,0,6,5,82,1,0
2,2,1,2,0,167,1,1,6,5,198,3,0
2,1,1,1,0,148,1,0,6,5,211,1,0
2,9,1,2,0,17,1,1,6,5,120,1,0
2,1,2,3,0,1011,1,0,6,5,136,1,0
2,4,1,3,0,744,0,0,6,5,157,1,0
2,0,1,2,0,484,1,0,6,5,128,1,0
1,4,2,3,0,0,1,0,6,5,211,1,0
2,5,1,1,0,136,1,0,6,5,267,2,0
2,1,1,2,0,1335,1,0,6,5,371,2,0
2,4,1,2,0,517,1,0,6,5,288,2,0
2,4,1,3,0,459,1,0,6,5,221,1,0
1,0,0,2,0,83,1,1,6,5,310,1,0
2,1,1,1,0,213,0,0,6,5,158,1,0
2,3,1,1,0,203,1,0,6,5,604,3,0
2,7,2,2,0,518,1,0,6,5,198,1,0
2,4,2,3,0,3877,1,0,6,5,145,1,0
2,0,1,2,0,1236,1,0,6,5,247,1,0
2,1,0,2,0,756,1,0,6,5,179,2,0
2,1,1,2,0,157,1,0,6,5,73,1,0
2,1,1,1,0,-66,1,0,6,5,263,2,0
2,1,1,1,0,-144,1,0,6,5,79,2,0
2,1,1,2,0,71,1,0,6,5,416,1,0
2,7,0,2,0,505,1,0,6,5,162,1,0
2,9,1,1,0,249,1,0,6,5,129,1,0
2,0,2,2,0,0,1,0,6,5,150,1,0
2,10,2,2,0,11,1,0,6,5,43,1,0
2,0,1,2,0,639,1,0,6,5,191,1,0
2,1,1,2,0,82,1,0,6,5,250,1,0
2,6,1,3,0,107,1,0,6,5,146,1,0
2,7,1,2,0,473,1,0,6,5,416,1,0
2,7,0,2,0,372,1,1,6,5,121,2,0
1,0,1,2,0,46,1,0,6,5,114,2,0
1,8,2,3,0,34,1,0,6,5,289,1,0
2,1,1,2,0,-10,1,0,6,5,123,1,0
2,0,1,2,0,-106,1,0,6,5,130,2,0
2,7,0,1,0,471,1,0,6,5,161,2,0
2,0,0,2,0,778,1,0,6,5,149,2,0
2,9,1,2,0,315,1,0,6,5,259,2,0
2,1,1,2,0,3165,0,0,6,5,26,1,0
2,0,0,2,0,131,1,0,6,5,153,1,0
2,2,1,2,1,204,1,0,6,5,424,2,0
2,9,1,2,0,83,1,0,6,5,179,2,0
2,7,0,2,0,0,1,1,6,5,97,1,0
2,1,1,1,0,5431,1,1,6,5,383,1,0
2,10,1,2,0,-125,1,0,6,5,23,1,0
2,1,1,2,0,0,0,0,6,5,195,1,0
1,7,2,2,0,5090,1,0,6,5,1297,3,1
2,1,1,2,0,1602,1,0,6,5,427,1,0
2,1,2,1,1,-137,1,1,6,5,189,1,0
2,7,1,2,0,193,0,0,6,5,179,1,0
3,5,1,2,0,195,1,1,6,5,179,1,0
2,2,1,2,0,288,0,0,6,5,69,1,0
2,9,1,2,0,19,1,0,6,5,105,2,0
2,1,1,1,0,25,1,0,6,5,266,3,0
2,7,1,2,0,216,1,0,6,5,524,2,0
2,1,0,1,0,190,1,1,6,5,96,2,0
2,9,0,2,0,99,1,0,6,5,155,2,0
2,7,0,1,0,2298,1,0,6,5,162,2,0
2,4,1,3,0,17,1,0,6,5,352,2,0
2,9,1,1,0,0,1,0,6,5,76,4,0
2,1,1,1,0,0,1,0,6,5,154,2,0
2,1,1,2,0,840,1,0,6,5,310,2,0
2,7,1,2,0,358,1,0,6,5,390,3,0
1,9,2,2,0,0,1,0,6,5,369,1,0
2,1,1,1,0,-325,1,1,6,5,112,2,0
2,9,2,2,0,-15,1,0,6,5,341,3,0
2,9,1,2,0,581,1,0,6,5,79,1,0
